               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  19,            0.022512,            0.014587,           0.0044936,             0.98388,             0.95642,              0.9901,             0.85479,            0.016506,            0.011673,           0.0045375,            0.008812,            0.008812,            0.008812
                  20,            0.021769,            0.014287,           0.0050434,             0.98496,             0.95537,             0.99014,             0.86585,            0.015552,            0.011348,           0.0045572,            0.008746,            0.008746,            0.008746
                  21,            0.021852,            0.014484,           0.0045437,             0.98794,             0.95732,             0.99031,             0.87029,            0.015204,            0.011267,           0.0045297,             0.00868,             0.00868,             0.00868
                  22,            0.021825,            0.014624,           0.0048158,             0.98203,             0.95437,             0.98996,              0.8697,            0.015147,            0.011177,           0.0044227,            0.008614,            0.008614,            0.008614
                  23,            0.021364,            0.014203,           0.0045489,             0.98418,             0.95677,             0.99048,               0.874,            0.015203,            0.011067,           0.0042978,            0.008548,            0.008548,            0.008548
                  24,            0.021207,            0.013979,           0.0043185,             0.98731,             0.95639,             0.99068,             0.87289,            0.015478,            0.011108,            0.004333,            0.008482,            0.008482,            0.008482
                  25,            0.020881,            0.013977,           0.0048148,             0.98093,             0.96231,             0.99147,             0.88013,            0.014627,            0.010675,           0.0041736,            0.008416,            0.008416,            0.008416
                  26,             0.02041,            0.013546,           0.0044387,              0.9876,             0.95845,              0.9912,             0.88077,            0.014885,            0.010729,           0.0041911,             0.00835,             0.00835,             0.00835
                  27,            0.020635,            0.013881,           0.0043282,             0.98653,             0.96077,             0.99113,             0.88286,            0.014591,            0.010565,           0.0041327,            0.008284,            0.008284,            0.008284
                  28,            0.019655,            0.013631,           0.0043371,             0.98518,             0.95857,             0.99161,             0.87878,            0.014356,            0.010572,           0.0040146,            0.008218,            0.008218,            0.008218
                  29,            0.019651,            0.013271,           0.0041861,             0.98464,             0.96106,             0.99145,             0.88069,            0.014261,            0.010445,           0.0039484,            0.008152,            0.008152,            0.008152
                  30,            0.020021,            0.013445,           0.0044515,             0.98687,               0.959,             0.99195,             0.88208,            0.014306,            0.010486,            0.003932,            0.008086,            0.008086,            0.008086
                  31,            0.019337,             0.01303,            0.004224,             0.98388,             0.96251,             0.99185,             0.89172,            0.013935,             0.01012,           0.0040363,             0.00802,             0.00802,             0.00802
                  32,             0.01968,            0.013132,           0.0041929,             0.98482,             0.96195,             0.99213,             0.89397,            0.013578,            0.010035,           0.0039529,            0.007954,            0.007954,            0.007954
                  33,            0.019379,            0.013009,           0.0043214,             0.98126,             0.96463,             0.99194,             0.89265,            0.013366,           0.0099508,           0.0039805,            0.007888,            0.007888,            0.007888
                  34,             0.01929,            0.013022,           0.0041098,             0.98431,             0.96454,             0.99243,              0.9013,            0.013447,           0.0099571,           0.0037659,            0.007822,            0.007822,            0.007822
                  35,            0.018941,            0.012869,           0.0040737,             0.98509,             0.96471,             0.99248,             0.89887,            0.013455,           0.0098698,           0.0038165,            0.007756,            0.007756,            0.007756
                  36,             0.01903,             0.01291,           0.0039183,             0.97887,             0.96582,             0.99171,             0.89739,            0.013357,           0.0099396,           0.0037383,             0.00769,             0.00769,             0.00769
                  37,             0.01856,            0.012781,           0.0042543,             0.98607,             0.96306,             0.99263,             0.90048,            0.013006,           0.0095747,           0.0037322,            0.007624,            0.007624,            0.007624
                  38,            0.019097,            0.012527,           0.0039163,             0.98126,             0.96652,             0.99259,             0.89818,            0.013363,           0.0098625,           0.0036423,            0.007558,            0.007558,            0.007558
                  39,            0.018341,            0.012727,           0.0041325,             0.98529,             0.96614,             0.99254,             0.90216,            0.013072,            0.009729,           0.0036401,            0.007492,            0.007492,            0.007492
                  40,            0.018359,            0.012623,             0.00396,             0.98406,             0.96788,             0.99282,             0.89801,            0.013315,           0.0096545,           0.0035944,            0.007426,            0.007426,            0.007426
                  41,            0.018523,            0.012591,           0.0036844,             0.98375,             0.96314,             0.99229,             0.89768,            0.013079,           0.0096149,           0.0036217,             0.00736,             0.00736,             0.00736
                  42,            0.017934,            0.012374,           0.0039254,              0.9825,             0.96544,              0.9924,              0.9033,            0.012727,           0.0093441,           0.0037396,            0.007294,            0.007294,            0.007294
                  43,            0.018105,            0.012438,           0.0037025,             0.98163,             0.96885,             0.99286,             0.90775,            0.012668,           0.0093623,           0.0034984,            0.007228,            0.007228,            0.007228
                  44,            0.017546,            0.012129,           0.0038544,             0.98123,             0.97174,             0.99289,             0.90695,            0.012645,           0.0093685,           0.0034838,            0.007162,            0.007162,            0.007162
                  45,            0.017826,             0.01221,           0.0037834,             0.98194,             0.96872,             0.99279,             0.90832,            0.012627,           0.0093423,           0.0034919,            0.007096,            0.007096,            0.007096
                  46,            0.017901,            0.012071,           0.0038519,             0.97883,              0.9721,             0.99269,             0.90987,            0.012652,           0.0092863,           0.0034035,             0.00703,             0.00703,             0.00703
                  47,            0.017285,            0.012062,           0.0037653,             0.98445,             0.97098,             0.99303,             0.91335,            0.012487,            0.009378,           0.0034237,            0.006964,            0.006964,            0.006964
                  48,            0.017724,            0.012387,            0.003674,             0.97758,             0.97576,             0.99303,             0.91567,            0.012342,           0.0091363,           0.0033944,            0.006898,            0.006898,            0.006898
                  49,            0.016851,            0.011912,            0.003371,             0.98135,             0.97557,             0.99329,              0.9167,             0.01212,            0.008977,            0.003339,            0.006832,            0.006832,            0.006832
                  50,             0.01707,            0.011618,           0.0036607,             0.97932,             0.97519,             0.99308,             0.91075,            0.012661,           0.0092147,           0.0033237,            0.006766,            0.006766,            0.006766
                  51,            0.017328,            0.011872,           0.0035367,             0.97851,             0.97065,             0.99298,             0.92036,            0.012098,           0.0088819,           0.0033805,              0.0067,              0.0067,              0.0067
                  52,            0.016613,            0.011711,           0.0034307,             0.98143,             0.97439,             0.99311,             0.91925,            0.012106,           0.0088637,           0.0032988,            0.006634,            0.006634,            0.006634
                  53,            0.016694,            0.011535,           0.0034771,             0.97867,             0.97644,             0.99326,             0.91747,            0.012122,           0.0088509,           0.0032834,            0.006568,            0.006568,            0.006568
                  54,            0.016758,            0.011545,           0.0034453,              0.9795,             0.97702,             0.99304,             0.91885,            0.012098,           0.0089067,           0.0032745,            0.006502,            0.006502,            0.006502
                  55,             0.01651,            0.011569,           0.0035406,             0.97594,             0.97645,             0.99307,             0.91852,            0.012045,           0.0088883,           0.0033057,            0.006436,            0.006436,            0.006436
                  56,            0.016771,            0.011705,           0.0035218,             0.98359,             0.97098,             0.99305,             0.91986,             0.01193,           0.0087817,           0.0033024,             0.00637,             0.00637,             0.00637
                  57,            0.016526,            0.011391,           0.0036333,             0.98181,             0.97467,             0.99322,             0.91935,            0.011995,            0.008861,           0.0032959,            0.006304,            0.006304,            0.006304
                  58,            0.016581,            0.011501,           0.0037519,             0.98626,             0.96534,             0.99299,             0.92375,             0.01173,           0.0086881,           0.0033136,            0.006238,            0.006238,            0.006238
                  59,            0.016449,            0.011448,           0.0034676,             0.97605,             0.98018,             0.99294,             0.92457,            0.011714,           0.0086794,           0.0032177,            0.006172,            0.006172,            0.006172
                  60,            0.016094,            0.011342,           0.0034251,             0.97667,             0.97775,             0.99329,             0.92226,            0.011722,           0.0087367,           0.0032402,            0.006106,            0.006106,            0.006106
                  61,            0.016183,            0.011543,           0.0033927,             0.98207,             0.97693,             0.99353,             0.92447,            0.011638,           0.0085836,           0.0031491,             0.00604,             0.00604,             0.00604
                  62,            0.016283,            0.011194,           0.0033882,             0.98205,             0.97771,             0.99361,             0.93011,            0.011339,           0.0083124,           0.0031193,            0.005974,            0.005974,            0.005974
                  63,            0.015887,            0.011136,           0.0032246,              0.9825,              0.9772,             0.99357,             0.92838,            0.011432,           0.0083342,           0.0030875,            0.005908,            0.005908,            0.005908
                  64,            0.015768,            0.011044,           0.0033112,             0.98224,              0.9772,             0.99333,             0.92911,              0.0114,           0.0083528,           0.0030962,            0.005842,            0.005842,            0.005842
                  65,             0.01547,            0.011144,           0.0031781,             0.98226,             0.97659,             0.99358,              0.9319,            0.011317,           0.0082884,           0.0031368,            0.005776,            0.005776,            0.005776
                  66,            0.015903,            0.011065,           0.0033073,             0.98138,             0.97799,             0.99359,             0.93163,            0.011263,           0.0082586,           0.0031135,             0.00571,             0.00571,             0.00571
                  67,            0.015497,            0.010837,           0.0032631,               0.982,             0.97986,             0.99367,             0.93114,            0.011251,            0.008238,           0.0029951,            0.005644,            0.005644,            0.005644
                  68,            0.015626,            0.010994,           0.0032386,             0.98173,             0.97987,             0.99374,             0.93331,            0.011135,           0.0081634,           0.0030517,            0.005578,            0.005578,            0.005578
                  69,            0.015366,            0.010695,           0.0031983,              0.9792,             0.98112,              0.9937,             0.93489,            0.011003,           0.0081502,           0.0030425,            0.005512,            0.005512,            0.005512
                  70,            0.015347,            0.010731,           0.0032063,             0.98112,             0.98117,             0.99387,             0.93614,            0.011024,           0.0080637,           0.0029988,            0.005446,            0.005446,            0.005446
                  71,            0.015234,            0.010832,           0.0032212,              0.9826,             0.98178,             0.99392,             0.93534,            0.011033,           0.0081314,           0.0030037,             0.00538,             0.00538,             0.00538
                  72,            0.015209,            0.010768,           0.0031627,             0.98434,             0.98063,             0.99391,             0.93501,            0.011098,           0.0081692,           0.0029616,            0.005314,            0.005314,            0.005314
                  73,            0.015228,            0.010785,           0.0032018,             0.98144,             0.98222,             0.99377,             0.93594,            0.010953,           0.0080841,            0.002982,            0.005248,            0.005248,            0.005248
                  74,            0.014481,            0.010466,           0.0031604,             0.98277,             0.98004,             0.99378,             0.93924,            0.010787,           0.0079026,           0.0029775,            0.005182,            0.005182,            0.005182
                  75,            0.014841,            0.010616,           0.0033631,             0.97968,             0.98044,             0.99327,             0.93799,            0.010771,           0.0079287,           0.0030815,            0.005116,            0.005116,            0.005116
                  76,            0.014948,            0.010613,           0.0031295,             0.98314,             0.98034,              0.9939,             0.94005,            0.010714,            0.007862,            0.003004,             0.00505,             0.00505,             0.00505
                  77,             0.01491,             0.01065,           0.0031335,             0.98194,             0.98331,              0.9939,             0.93985,            0.010718,           0.0078742,           0.0029214,            0.004984,            0.004984,            0.004984
                  78,            0.014682,            0.010619,           0.0029611,             0.98445,             0.97925,             0.99387,              0.9413,            0.010638,           0.0078404,           0.0029352,            0.004918,            0.004918,            0.004918
                  79,            0.014711,            0.010379,           0.0029398,             0.98184,             0.98199,             0.99383,             0.94129,            0.010608,           0.0077882,           0.0028908,            0.004852,            0.004852,            0.004852
                  80,            0.014527,            0.010264,           0.0031126,             0.98244,             0.97851,             0.99366,             0.94025,            0.010654,           0.0078138,           0.0029189,            0.004786,            0.004786,            0.004786
                  81,            0.014387,             0.01032,           0.0030004,             0.98329,             0.98244,             0.99399,             0.94327,            0.010516,           0.0077379,           0.0028621,             0.00472,             0.00472,             0.00472
                  82,            0.014485,            0.010093,           0.0031274,             0.98326,             0.98474,             0.99388,             0.94289,            0.010554,           0.0076834,           0.0028404,            0.004654,            0.004654,            0.004654
                  83,            0.014371,            0.010462,            0.003124,             0.98266,             0.98142,             0.99375,             0.94196,            0.010539,            0.007576,           0.0029514,            0.004588,            0.004588,            0.004588
                  84,            0.014274,            0.010048,           0.0029982,             0.98232,             0.98365,             0.99383,             0.94322,            0.010426,           0.0076102,            0.002856,            0.004522,            0.004522,            0.004522
                  85,            0.013966,           0.0099474,           0.0030681,              0.9849,               0.985,             0.99409,             0.94558,            0.010278,           0.0074985,           0.0028647,            0.004456,            0.004456,            0.004456
                  86,            0.013924,           0.0099423,           0.0029679,             0.98225,             0.98329,             0.99393,             0.94556,            0.010263,           0.0074594,           0.0029225,             0.00439,             0.00439,             0.00439
                  87,            0.013848,            0.010076,           0.0030684,             0.98449,             0.98121,             0.99401,             0.94517,            0.010272,           0.0074287,           0.0028715,            0.004324,            0.004324,            0.004324
                  88,            0.013972,            0.010117,           0.0029991,             0.98403,             0.98258,             0.99382,             0.94521,            0.010353,           0.0074913,           0.0028605,            0.004258,            0.004258,            0.004258
                  89,            0.013987,             0.01001,           0.0030715,             0.98383,             0.98153,               0.994,             0.94603,            0.010215,           0.0074309,           0.0029116,            0.004192,            0.004192,            0.004192
                  90,            0.013917,            0.010052,           0.0030822,             0.98242,             0.98396,             0.99399,             0.94797,             0.01015,            0.007354,           0.0028285,            0.004126,            0.004126,            0.004126
                  91,            0.013813,           0.0097877,           0.0030188,             0.98344,              0.9829,             0.99404,             0.94644,            0.010169,           0.0073929,           0.0028165,             0.00406,             0.00406,             0.00406
                  92,            0.013669,           0.0097101,           0.0029154,             0.98443,              0.9838,             0.99408,             0.94816,            0.010116,           0.0072846,            0.002833,            0.003994,            0.003994,            0.003994
                  93,            0.013541,           0.0098366,           0.0028965,             0.98537,             0.98424,             0.99418,             0.94828,            0.010066,           0.0072769,           0.0028067,            0.003928,            0.003928,            0.003928
                  94,            0.013303,           0.0096691,           0.0029928,             0.98342,             0.98285,              0.9941,             0.94906,            0.010028,           0.0072557,            0.002814,            0.003862,            0.003862,            0.003862
                  95,            0.013445,            0.009661,            0.002936,             0.98422,             0.98472,             0.99411,             0.95084,           0.0099744,           0.0072257,           0.0027917,            0.003796,            0.003796,            0.003796
                  96,            0.013474,           0.0096096,           0.0028466,             0.98462,             0.98396,             0.99424,             0.94992,            0.010025,           0.0072756,           0.0027506,             0.00373,             0.00373,             0.00373
